2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,MP,ORB,PF,PTS,Player,Pos,Rk,STL,TOV,TRB,Tm,eFG%,player_key
3.1333333333333333,0.6156666666666667,4.8999999999999995,0.3666666666666667,0.44166666666666665,0.9,0.43333333333333335,25.0,0.5,3.9333333333333336,3.5,0.5873333333333334,5.8,1.4333333333333333,0.7336666666666667,1.9000000000000001,39.333333333333336,17.333333333333332,17.033333333333335,1.4000000000000001,1.6666666666666667,8.833333333333334,Thomas Bryant,C,70.0,0.2333333333333333,0.6333333333333333,5.266666666666667,TOT,0.6216666666666667,thomas bryant
4.0,0.57,7.0,1.7,0.389,4.4,2.5,30.0,0.5,4.8,5.7,0.501,11.4,1.5,0.876,1.7,74.0,74.0,32.9,0.9,2.0,14.7,Tobias Harris,PF,197.0,0.9,1.2,5.7,PHI,0.575,tobias harris
0.3,0.429,0.6,0.3,0.6,0.4,0.1,25.0,0.1,0.8,0.5,0.5,1.0,0.3,1.0,0.3,12.0,0.0,2.8,0.1,0.2,1.6,Tony Bradley,C,54.0,0.1,0.1,0.9,CHI,0.625,tony bradley
1.6,0.518,3.1,1.3,0.395,3.2,1.5,32.0,0.8,3.6,2.9,0.456,6.3,0.4,0.711,0.6,79.0,60.0,24.7,1.8,2.3,7.4,Torrey Craig,SF,103.0,0.6,0.9,5.4,PHO,0.556,torrey craig
6.1,0.476,12.7,2.1,0.335,6.3,10.2,24.0,0.1,2.2,8.2,0.429,19.0,7.8,0.886,8.8,73.0,73.0,34.8,0.8,1.4,26.2,Trae Young,PG,536.0,1.1,4.1,3.0,ATL,0.485,trae young
4.4,0.506,8.6,0.7,0.285,2.3,6.6,23.0,0.1,2.8,5.0,0.459,10.9,2.2,0.86,2.5,68.0,65.0,29.2,0.8,1.4,12.9,Tre Jones,PG,255.0,1.3,1.6,3.6,SAS,0.489,tre jones
1.7,0.475,3.6,1.2,0.315,3.8,1.8,21.0,0.2,1.9,2.9,0.393,7.5,0.6,0.764,0.8,67.0,5.0,17.7,0.4,1.5,7.7,Tre Mann,PG,305.0,0.6,0.9,2.3,OKC,0.474,tre mann
2.5,0.602,4.2,0.4,0.391,1.0,2.1,22.0,0.2,3.2,2.9,0.56,5.2,1.2,0.72,1.6,62.0,12.0,19.1,0.7,1.9,7.4,Trendon Watford,PF,504.0,0.5,1.1,3.8,POR,0.599,trendon watford
1.1,0.431,2.5,0.0,0.0,0.1,1.7,24.0,0.1,1.4,1.1,0.417,2.6,0.1,0.667,0.1,23.0,3.0,12.0,0.2,0.7,2.3,Trent Forrest,PG,150.0,0.3,0.7,1.6,ATL,0.417,trent forrest
0.7,0.357,2.0,0.3,0.133,2.1,0.9,25.0,0.7,1.3,1.0,0.241,4.1,0.7,1.0,0.7,7.0,0.0,10.0,1.1,0.6,3.0,Trevelin Queen,SG,401.0,0.3,1.0,2.4,IND,0.276,trevelin queen
0.0,0.0,0.2,0.4,0.25,1.6,0.6,23.0,0.0,0.0,0.4,0.222,1.8,0.6,1.0,0.6,5.0,0.0,5.6,0.0,0.2,1.8,Trevor Hudgins,PG,221.0,0.0,0.2,0.0,HOU,0.333,trevor hudgins
0.0,0.0,0.0,0.3,0.25,1.3,0.0,19.0,0.0,0.7,0.3,0.25,1.3,0.0,0.0,0.0,3.0,0.0,2.7,0.0,0.0,1.0,Trevor Keels,SG,263.0,0.0,0.0,0.7,NYK,0.375,trevor keels
1.4,0.595,2.3,1.2,0.363,3.2,0.9,27.0,0.4,3.1,2.5,0.458,5.5,1.4,0.815,1.7,74.0,0.0,16.9,0.9,1.3,7.6,Trey Lyles,PF,301.0,0.4,0.9,4.1,SAC,0.565,trey lyles
1.8,0.546,3.4,0.8,0.389,2.0,3.0,25.0,0.1,1.6,2.6,0.488,5.4,0.8,0.927,0.9,45.0,2.0,18.1,0.2,1.4,6.9,Ty Jerome,SG,240.0,0.5,0.7,1.7,GSW,0.56,ty jerome
1.0,1.0,1.0,0.3,0.5,0.7,0.0,26.0,0.0,0.3,1.3,0.8,1.7,0.0,0.0,0.0,3.0,0.0,2.7,0.3,0.0,3.0,Tyler Dorsey,SG,126.0,0.0,0.0,0.7,DAL,0.9,tyler dorsey
4.2,0.497,8.5,3.0,0.378,8.0,4.2,23.0,0.2,5.0,7.3,0.439,16.6,2.5,0.934,2.7,67.0,67.0,34.9,0.4,1.5,20.1,Tyler Herro,SG,208.0,0.8,2.4,5.4,MIA,0.531,tyler herro
4.5,0.572,7.8,2.9,0.4,7.2,10.4,22.0,0.4,3.1,7.4,0.49,15.0,3.1,0.871,3.6,56.0,56.0,33.6,0.6,1.2,20.7,Tyrese Haliburton,PG,186.0,1.6,2.5,3.7,IND,0.586,tyrese haliburton
0.5,0.5,1.0,0.1,0.143,0.4,0.1,23.0,0.0,0.4,0.6,0.391,1.4,0.1,1.0,0.1,16.0,0.0,4.1,0.3,0.1,1.3,Tyrese Martin,SG,312.0,0.1,0.1,0.8,ATL,0.413,tyrese martin
4.7,0.513,9.1,2.7,0.434,6.2,3.5,22.0,0.1,2.6,7.3,0.481,15.2,3.0,0.845,3.6,60.0,41.0,33.6,0.4,2.2,20.3,Tyrese Maxey,SG,316.0,0.8,1.3,2.9,PHI,0.568,tyrese maxey
2.4,0.495,4.8,1.5,0.371,4.1,5.2,26.0,0.1,2.2,3.9,0.438,8.9,1.0,0.8,1.3,80.0,22.0,24.3,0.4,0.4,10.3,Tyus Jones,PG,256.0,1.0,0.9,2.5,MEM,0.523,tyus jones
1.6,0.819,2.0,0.0,0.0,0.0,0.3,23.0,0.4,2.4,1.6,0.819,2.0,0.2,0.35,0.6,36.0,4.0,10.0,0.9,0.9,3.5,Udoka Azubuike,C,18.0,0.2,0.5,3.3,UTA,0.819,udoka azubuike
1.0,0.35,2.9,0.4,0.333,1.3,0.0,42.0,0.3,1.0,1.4,0.345,4.1,0.6,0.8,0.7,7.0,1.0,10.1,0.6,1.6,3.9,Udonis Haslem,C,201.0,0.1,0.1,1.6,MIA,0.397,udonis haslem
0.8,0.525,1.6,0.3,0.407,0.8,0.9,20.0,0.4,2.5,1.1,0.486,2.4,0.4,0.617,0.6,75.0,1.0,12.9,1.6,1.8,3.0,Usman Garuba,PF,158.0,0.6,0.6,4.1,HOU,0.554,usman garuba
2.1,0.471,4.5,1.7,0.33,5.0,3.5,30.0,0.3,2.7,3.8,0.397,9.6,1.4,0.747,1.9,42.0,2.0,26.3,0.4,2.4,10.7,Victor Oladipo,SG,375.0,1.4,2.1,3.0,MIA,0.484,victor oladipo
0.3,0.625,0.6,0.2,0.238,0.7,0.6,22.0,0.0,0.7,0.5,0.405,1.3,0.0,0.5,0.1,29.0,0.0,5.7,0.2,0.6,1.2,Vit Krejci,PG,276.0,0.2,0.2,0.9,ATL,0.473,vit krejci
4.0,0.723,5.6,0.0,0.333,0.0,0.9,21.0,2.3,5.3,4.0,0.72,5.6,1.1,0.516,2.1,74.0,40.0,23.0,3.1,2.3,9.2,Walker Kessler,C,265.0,0.4,0.8,8.4,UTA,0.721,walker kessler
2.1,0.647,3.3,0.1,0.278,0.5,0.5,25.0,0.5,2.5,2.3,0.596,3.8,0.8,0.619,1.2,68.0,2.0,15.1,1.7,2.1,5.5,Wenyen Gabriel,PF,155.0,0.4,0.7,4.2,LAL,0.615,wenyen gabriel
0.4,0.528,0.7,0.8,0.315,2.4,0.7,36.0,0.3,1.5,1.1,0.363,3.1,0.5,0.857,0.5,52.0,0.0,15.8,0.7,1.4,3.4,Wesley Matthews,SG,315.0,0.4,0.3,2.2,MIL,0.484,wesley matthews
1.2333333333333334,0.38800000000000007,3.1,1.1333333333333333,0.359,3.1,1.8333333333333333,32.0,0.2333333333333333,2.0,2.3666666666666667,0.373,6.166666666666667,0.5666666666666667,0.855,0.6666666666666666,37.333333333333336,1.3333333333333333,16.833333333333332,0.3,1.0333333333333334,6.333333333333333,Will Barton,SG,30.0,0.5333333333333333,0.7333333333333334,2.2666666666666666,TOT,0.4633333333333333,will barton
1.7,0.63,2.7,0.0,0.0,0.1,0.6,27.0,0.4,2.2,1.7,0.607,2.8,0.4,0.4,1.0,10.0,1.0,12.6,1.6,1.3,3.8,Xavier Cooks,PF,101.0,0.6,0.8,3.8,WAS,0.607,xavier cooks
0.5,0.333,1.5,0.3,0.333,0.8,1.3,28.0,0.0,0.8,0.8,0.333,2.3,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.5,1.8,Xavier Moon,SG,344.0,0.0,0.3,0.8,LAC,0.389,xavier moon
0.5,0.5,1.0,0.8,0.5,1.5,1.3,25.0,0.3,1.3,1.3,0.5,2.5,1.0,1.0,1.0,4.0,0.0,12.0,0.0,1.8,4.3,Xavier Sneed,SF,455.0,0.0,0.8,1.3,CHO,0.65,xavier sneed
0.9,0.557,1.7,1.0,0.444,2.3,0.8,28.0,0.3,1.9,2.0,0.491,4.0,0.6,0.723,0.8,58.0,1.0,16.0,0.5,1.4,5.6,Yuta Watanabe,SF,502.0,0.4,0.4,2.4,BRK,0.621,yuta watanabe
3.6,0.571,6.4,0.9,0.374,2.3,2.9,25.0,0.8,4.5,4.5,0.518,8.7,1.7,0.761,2.3,63.0,26.0,22.9,1.8,3.2,11.6,Zach Collins,C,97.0,0.6,2.0,6.4,SAS,0.568,zach collins
6.1,0.556,11.0,2.6,0.375,7.1,4.2,27.0,0.2,3.9,8.7,0.485,18.0,4.7,0.848,5.6,77.0,77.0,35.9,0.5,2.1,24.8,Zach LaVine,SG,283.0,0.9,2.5,4.5,CHI,0.558,zach lavine
1.8,0.71,2.5,0.3,0.262,1.2,0.3,22.0,0.4,1.4,2.1,0.561,3.7,0.8,0.645,1.2,53.0,5.0,13.7,1.2,2.0,5.2,Zeke Nnaji,PF,362.0,0.3,0.6,2.6,DEN,0.605,zeke nnaji
1.6,0.596,2.7,0.7,0.258,2.6,0.9,21.0,0.2,1.7,2.3,0.429,5.3,0.5,0.773,0.6,37.0,4.0,15.2,0.4,1.6,5.7,Ziaire Williams,SF,526.0,0.4,1.0,2.1,MEM,0.492,ziaire williams
9.6,0.618,15.5,0.2,0.368,0.7,4.6,22.0,0.6,5.0,9.8,0.608,16.2,6.1,0.714,8.6,29.0,29.0,33.0,2.0,2.2,26.0,Zion Williamson,PF,527.0,1.1,3.4,7.0,NOP,0.615,zion williamson
